SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
186367,0,Cash loans,M,Y,N,1,180000.0,746280.0,59094.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.01885,-13367,-2301,-4970.0,-971,12.0,1,1,0,1,0,0,Laborers,3.0,2,2,TUESDAY,16,0,0,0,1,1,0,Business Entity Type 3,,0.5554747589393301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1615.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
376697,0,Cash loans,M,N,N,0,157500.0,668304.0,28444.5,540000.0,Unaccompanied,State servant,Lower secondary,Married,House / apartment,0.020713,-22141,-3117,-6540.0,-4804,,1,1,0,1,0,0,Laborers,2.0,3,3,SATURDAY,6,0,0,0,0,1,1,Other,,0.5824642742824058,0.5549467685334323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-1233.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
199223,0,Cash loans,F,N,N,1,85500.0,312678.0,25200.0,261000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.00496,-12517,-4345,-6138.0,-4578,,1,1,0,1,0,0,High skill tech staff,3.0,2,2,FRIDAY,14,0,0,0,0,1,1,Business Entity Type 3,0.5237212966503512,0.5954913785407772,0.722392890081304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-743.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
344261,0,Cash loans,F,N,N,0,90000.0,112500.0,7569.0,112500.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.026392,-21884,365243,-12846.0,-4443,,1,0,0,1,1,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,,0.5885936894845518,0.6610235391308081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-2581.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,1.0,3.0
197267,0,Cash loans,F,N,N,1,270000.0,845023.5,22288.5,705361.5,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0035409999999999,-16572,-9961,-4977.0,-7,,1,1,0,1,1,0,Managers,3.0,1,1,SATURDAY,12,0,0,0,0,0,0,Business Entity Type 2,,0.621073118836006,0.5406544504453575,0.0536,0.0749,0.9831,0.7688,,0.0,0.1379,0.1667,0.2083,0.0285,,0.0565,,0.0258,0.0546,0.0777,0.9831,0.7779,,0.0,0.1379,0.1667,0.2083,0.0291,,0.0588,,0.0273,0.0541,0.0749,0.9831,0.7719,,0.0,0.1379,0.1667,0.2083,0.029,,0.0575,,0.0264,not specified,block of flats,0.0561,Block,No,1.0,0.0,1.0,0.0,-1601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
322807,0,Cash loans,M,N,Y,0,220500.0,1113840.0,44172.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-17988,-1255,-10514.0,-1533,,1,1,0,1,0,0,Drivers,2.0,3,3,FRIDAY,8,0,0,0,0,1,1,Industry: type 9,,0.5082288183468503,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
372390,0,Cash loans,F,N,Y,0,135000.0,135000.0,13482.0,135000.0,Family,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-23230,-719,-174.0,-4241,,1,1,1,1,1,0,Medicine staff,2.0,2,2,THURSDAY,15,0,0,0,0,1,1,Medicine,,0.6330286647144852,0.8193176922872417,0.0928,,0.9881,0.8368,0.1379,,0.2069,,0.2083,,0.0756,0.057,,0.1427,0.0945,,0.9881,0.8432,0.1392,,0.2069,,0.2083,,0.0826,0.0594,,0.1511,0.0937,,0.9881,0.8390000000000001,0.1388,,0.2069,,0.2083,,0.077,0.058,,0.1457,org spec account,block of flats,0.0754,Panel,No,0.0,0.0,0.0,0.0,-161.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
259065,0,Cash loans,F,N,N,0,78750.0,203760.0,21618.0,180000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006207,-11096,-828,-2750.0,-3310,,1,1,1,1,0,0,Laborers,2.0,2,2,MONDAY,19,0,0,0,0,0,0,Trade: type 7,0.4628086773707082,0.5068569406977503,0.5352762504724826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,15.0,1.0,15.0,0.0,-381.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
363484,0,Cash loans,F,Y,N,1,225000.0,1575000.0,46053.0,1575000.0,Family,Commercial associate,Higher education,Married,House / apartment,0.028663,-11220,-2774,-891.0,-2525,7.0,1,1,1,1,0,0,Realty agents,3.0,2,2,FRIDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.3514033638715625,0.6115172188588556,0.191821602413606,0.3948,0.0936,0.9806,,,0.08,0.069,0.3333,,0.0,,0.1514,,0.0024,0.4023,0.0972,0.9806,,,0.0806,0.069,0.3333,,0.0,,0.1577,,0.0025,0.3987,0.0936,0.9806,,,0.08,0.069,0.3333,,0.0,,0.1541,,0.0024,,specific housing,0.1423,Panel,No,0.0,0.0,0.0,0.0,-2166.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
345584,0,Cash loans,F,Y,Y,0,54000.0,299772.0,19287.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.020713,-22151,365243,-5266.0,-5276,28.0,1,0,0,1,0,0,,2.0,3,3,SATURDAY,6,0,0,0,0,0,0,XNA,,0.2548263903763705,,0.1206,0.1004,0.9886,0.8436,0.0237,0.16,0.1379,0.3333,0.0417,0.0,0.0983,0.1463,0.0,0.0,0.1229,0.1042,0.9886,0.8497,0.024,0.1611,0.1379,0.3333,0.0417,0.0,0.1074,0.1524,0.0,0.0,0.1218,0.1004,0.9886,0.8457,0.0239,0.16,0.1379,0.3333,0.0417,0.0,0.1,0.1489,0.0,0.0,reg oper account,block of flats,0.1281,Panel,No,2.0,0.0,2.0,0.0,-1230.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
344668,0,Cash loans,F,N,Y,0,135000.0,1534500.0,42327.0,1534500.0,"Spouse, partner",Commercial associate,Incomplete higher,Married,House / apartment,0.018209,-10906,-1619,-5735.0,-1395,,1,1,0,1,0,1,,2.0,3,3,SATURDAY,11,0,0,0,1,1,0,Self-employed,0.4002544007134191,0.5499226868226267,0.6706517530862718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1588.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
454379,0,Cash loans,F,N,Y,0,135000.0,540000.0,30280.5,540000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.015221,-23370,365243,-13343.0,-4447,,1,0,0,1,1,0,,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,XNA,,0.5451119671152134,0.6674577419214722,0.1191,0.1066,0.9836,,,0.16,0.1724,0.25,,0.0356,,0.1207,,0.0233,0.0945,0.109,0.9816,,,0.1611,0.1379,0.1667,,0.0333,,0.0948,,0.0246,0.1202,0.1066,0.9836,,,0.16,0.1724,0.25,,0.0362,,0.1229,,0.0237,,block of flats,0.0715,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
432902,0,Cash loans,F,N,Y,0,67500.0,119925.0,11988.0,112500.0,Unaccompanied,Pensioner,Lower secondary,Civil marriage,House / apartment,0.020713,-22161,365243,-5041.0,-5048,,1,0,0,1,1,0,,2.0,3,3,FRIDAY,7,0,0,0,0,0,0,XNA,,0.5172376381290461,0.4848514754962666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1255.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
315187,0,Cash loans,F,N,Y,0,292500.0,513000.0,26320.5,513000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-16686,-5007,-2397.0,-237,,1,1,0,1,0,0,Core staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Medicine,0.2502545824130504,0.7205873265332389,0.622922000268356,0.1,,0.997,,,0.12,0.1034,0.375,,,,0.1325,,0.0,0.1019,,0.997,,,0.1208,0.1034,0.375,,,,0.1381,,0.0,0.101,,0.997,,,0.12,0.1034,0.375,,,,0.1349,,0.0,,block of flats,0.1042,"Stone, brick",No,3.0,0.0,3.0,0.0,-1733.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
392675,0,Cash loans,M,Y,Y,2,112500.0,253737.0,20178.0,229500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-10238,-94,-4990.0,-2793,5.0,1,1,0,1,0,0,Laborers,4.0,2,2,THURSDAY,16,0,0,0,0,0,0,Self-employed,0.106672206567077,0.6474276917873898,0.5478104658520093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-1940.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
324150,0,Cash loans,F,N,Y,0,189000.0,765261.0,30478.5,684000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.018634,-23665,365243,-4930.0,-4560,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.4452958376096058,0.6195277080511546,0.1845,0.1025,0.9851,0.7959999999999999,0.2794,0.2,0.1724,0.3333,0.375,0.0573,0.1505,0.1939,0.0,0.0,0.188,0.1064,0.9851,0.804,0.282,0.2014,0.1724,0.3333,0.375,0.0586,0.1644,0.202,0.0,0.0,0.1863,0.1025,0.9851,0.7987,0.2812,0.2,0.1724,0.3333,0.375,0.0583,0.1531,0.1974,0.0,0.0,org spec account,block of flats,0.1913,Panel,No,1.0,0.0,1.0,0.0,-1751.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,2.0,7.0
195286,0,Revolving loans,F,N,Y,2,90000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-9616,-832,-4287.0,-806,,1,1,1,1,1,0,Sales staff,4.0,2,2,FRIDAY,8,0,0,0,0,0,0,Self-employed,0.2086788346393282,0.105746327021424,0.3046721837533529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-609.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
403078,0,Cash loans,F,Y,Y,0,69750.0,501435.0,16146.0,414000.0,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.025164,-21372,365243,-1889.0,-4730,12.0,1,0,0,1,0,0,,2.0,2,2,MONDAY,8,0,0,0,0,0,0,XNA,,0.6281537944313881,0.3077366963789207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-147.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
374104,0,Cash loans,F,N,Y,0,103500.0,480060.0,18225.0,337500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-18074,-3150,-1886.0,-1629,,1,1,1,1,1,0,Sales staff,2.0,3,3,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.6799548725213552,0.5262949398096192,0.0619,0.0747,0.9965,0.9524,0.0113,0.0,0.1379,0.1667,0.2083,0.0677,0.0504,0.063,0.0,0.0,0.063,0.0775,0.9965,0.9543,0.0114,0.0,0.1379,0.1667,0.2083,0.0692,0.0551,0.0656,0.0,0.0,0.0625,0.0747,0.9965,0.953,0.0114,0.0,0.1379,0.1667,0.2083,0.0688,0.0513,0.0641,0.0,0.0,reg oper account,block of flats,0.0557,Panel,No,0.0,0.0,0.0,0.0,-1130.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
150089,0,Cash loans,F,N,N,1,135000.0,231813.0,11965.5,193500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-10641,-1019,-2552.0,-2543,,1,1,0,1,0,0,Core staff,3.0,2,2,SATURDAY,10,0,0,0,0,0,0,Kindergarten,0.4242308081160917,0.6785971129292061,0.164414178829907,0.1474,0.0923,0.9846,,,0.16,0.1379,0.3333,,0.0121,,0.148,,0.0115,0.1502,0.0957,0.9846,,,0.1611,0.1379,0.3333,,0.0124,,0.1542,,0.0122,0.1489,0.0923,0.9846,,,0.16,0.1379,0.3333,,0.0123,,0.1507,,0.0117,,block of flats,0.1189,Panel,No,0.0,0.0,0.0,0.0,-1562.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
263512,0,Cash loans,M,N,Y,0,135000.0,254700.0,14751.0,225000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.020246,-19833,-11102,-9920.0,-3353,,1,1,1,1,1,0,Laborers,1.0,3,3,TUESDAY,15,0,0,0,0,0,0,Business Entity Type 3,,0.077616280373025,0.7091891096653581,0.201,0.1491,0.9866,0.8164,0.035,0.24,0.2069,0.3333,0.375,0.1137,0.1631,0.2206,0.0039,0.016,0.2048,0.1547,0.9866,0.8236,0.0353,0.2417,0.2069,0.3333,0.375,0.1163,0.1781,0.2299,0.0039,0.017,0.203,0.1491,0.9866,0.8189,0.0353,0.24,0.2069,0.3333,0.375,0.1157,0.1659,0.2246,0.0039,0.0164,not specified,block of flats,0.177,Panel,No,0.0,0.0,0.0,0.0,-287.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,2.0
226546,0,Revolving loans,M,Y,Y,2,270000.0,630000.0,31500.0,630000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-15483,-618,-606.0,-4400,7.0,1,1,0,1,0,0,Managers,4.0,1,1,MONDAY,19,0,0,0,0,0,0,Transport: type 4,0.6470105522108421,0.7475732396884309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-328.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
283777,0,Revolving loans,F,N,Y,0,67500.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-8170,-780,-2305.0,-832,,1,1,0,1,0,0,High skill tech staff,2.0,3,3,WEDNESDAY,8,0,0,0,0,1,1,Agriculture,0.1665911116364891,0.1704965720750741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
410008,0,Revolving loans,M,Y,Y,1,405000.0,900000.0,45000.0,900000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.02461,-13009,-1323,-4153.0,-5077,3.0,1,1,0,1,0,0,Managers,3.0,2,2,FRIDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.6061740572919522,,0.1369,0.1173,0.9771,,,0.12,0.1655,0.2,,0.0913,,0.115,,0.2464,0.084,0.1217,0.9767,,,0.0,0.1379,0.1667,,0.0569,,0.0714,,0.0773,0.0833,0.1173,0.9767,,,0.12,0.1379,0.1667,,0.0819999999999999,,0.0714,,0.0767,,block of flats,0.346,Panel,No,0.0,0.0,0.0,0.0,-198.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
450594,0,Cash loans,F,N,N,0,90000.0,814041.0,23931.0,679500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.035792,-10057,-404,-3893.0,-2718,,1,1,1,1,1,0,Laborers,1.0,2,2,SUNDAY,14,0,0,0,0,1,1,Trade: type 3,,0.3585684988353451,0.5028782772082183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-111.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
171323,0,Cash loans,M,Y,Y,0,157500.0,254700.0,25321.5,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-19443,-1323,-13379.0,-2706,64.0,1,1,0,1,0,0,,2.0,2,2,SATURDAY,13,0,0,0,0,0,0,Business Entity Type 2,0.7575576938019067,0.6305614490245239,0.6658549219640212,0.0608,0.0445,0.9752,0.66,0.0057,0.0,0.1034,0.1667,0.2083,0.0132,0.0488,0.0505,0.0039,0.0084,0.062,0.0461,0.9752,0.6733,0.0057,0.0,0.1034,0.1667,0.2083,0.0135,0.0533,0.0526,0.0039,0.0089,0.0614,0.0445,0.9752,0.6645,0.0057,0.0,0.1034,0.1667,0.2083,0.0134,0.0496,0.0514,0.0039,0.0086,reg oper account,block of flats,0.0447,"Stone, brick",No,0.0,0.0,0.0,0.0,-993.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
266859,0,Cash loans,F,N,Y,0,135000.0,299772.0,11430.0,247500.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.010032,-21437,365243,-9843.0,-4888,,1,0,0,1,0,0,,1.0,2,2,FRIDAY,9,0,0,0,0,0,0,XNA,,0.4792941976988406,0.4543210601605785,0.1649,0.1123,0.9871,0.8232,0.0766,0.16,0.1379,0.375,0.0417,0.0,0.1336,0.1151,0.0039,0.0005,0.1681,0.116,0.9866,0.8236,0.0773,0.1611,0.1379,0.375,0.0417,0.0,0.146,0.12,0.0039,0.0,0.1665,0.1123,0.9871,0.8256,0.0771,0.16,0.1379,0.375,0.0417,0.0,0.136,0.1172,0.0039,0.0005,reg oper account,block of flats,0.1314,"Stone, brick",No,2.0,0.0,2.0,0.0,-456.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
335428,0,Cash loans,F,N,Y,2,103500.0,284400.0,13387.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-10731,-521,-4575.0,-1852,,1,1,0,1,0,0,Cooking staff,4.0,2,2,MONDAY,13,0,1,1,0,0,0,Business Entity Type 3,0.1400810808401837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
209702,1,Cash loans,F,N,Y,1,112500.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-10879,-216,-2139.0,-2926,,1,1,0,1,0,0,Sales staff,3.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.2973702234768677,0.5940156220372277,0.445396241560834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-688.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
412620,0,Cash loans,M,Y,Y,0,202500.0,1085994.0,46012.5,877500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.008068,-11829,-231,-5976.0,-384,6.0,1,1,1,1,0,0,Drivers,2.0,3,3,THURSDAY,12,0,0,0,1,1,1,Self-employed,,0.175100552579397,0.2314393514998941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-920.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
437581,0,Cash loans,M,Y,N,0,360000.0,1125000.0,47664.0,1125000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.01885,-16101,-350,-2362.0,-4036,1.0,1,1,1,1,1,0,,2.0,2,2,THURSDAY,13,0,0,0,0,0,0,Agriculture,0.4216160894321917,0.7316967886486759,0.6594055320683344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-277.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
166381,0,Cash loans,M,Y,N,0,180000.0,270000.0,17383.5,270000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-18011,-5046,-7987.0,-1549,12.0,1,1,0,1,0,0,Laborers,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.5080924757562936,0.4790977301806677,0.6769925032909132,0.1237,0.0812,0.9891,,,0.12,0.1034,0.375,,0.0691,,0.024,,0.0097,0.1261,0.0843,0.9891,,,0.1208,0.1034,0.375,,0.0707,,0.025,,0.0102,0.1249,0.0812,0.9891,,,0.12,0.1034,0.375,,0.0703,,0.0244,,0.0099,,block of flats,0.0978,Panel,No,1.0,0.0,1.0,0.0,-2403.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
415299,0,Cash loans,F,Y,Y,0,81000.0,1125000.0,32895.0,1125000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-21446,365243,-6164.0,-4718,13.0,1,0,0,1,1,0,,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,XNA,0.8068167799487005,0.6506306017526923,0.4471785780453068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1666.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
427094,0,Cash loans,F,N,N,1,135000.0,966555.0,51628.5,913500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010147,-12678,-1302,-5034.0,-5051,,1,1,0,1,0,0,Core staff,3.0,2,2,TUESDAY,10,0,0,0,0,1,1,Self-employed,,0.4228776598970305,0.7981372313187245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-342.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
